,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,min,median,max,mean/std
704,female,group B,some high school,free/reduced,completed,79.83090527846046,63.0,64.0,63.0,63.5,79.83090527846046,66.67/7.37
705,male,group A,bachelor's degree,free/reduced,none,88.16544938530468,72.0,65.0,65.0,68.5,88.16544938530468,71.73/9.63
706,male,group D,high school,standard,none,63.1216169477806,34.0,36.0,34.0,35.0,63.1216169477806,40.42/12.72
707,male,group C,some college,standard,none,82.06272635430827,59.0,52.0,52.0,55.5,82.06272635430827,60.11/12.61
708,male,group D,high school,standard,none,97.35593781262097,87.0,79.0,79.0,83.0,97.35593781262097,85.07/7.63
709,female,group D,associate's degree,free/reduced,completed,67.38696436318598,61.0,58.0,58.0,59.5,67.38696436318598,60.78/3.9
710,male,group C,some college,standard,completed,95.84893083752766,84.0,90.0,84.0,87.0,95.84893083752766,88.17/4.96
711,female,group E,some high school,standard,completed,88.3290367033846,85.0,85.0,85.0,85.0,88.3290367033846,85.67/1.49
712,female,group D,some college,standard,none,70.20651509359433,100.0,99.0,70.20651509359433,84.60325754679717,100.0,84.8/14.65
713,male,group D,master's degree,standard,none,67.9663188527515,81.0,84.0,67.9663188527515,74.48315942637575,84.0,75.08/7.35
714,female,group B,some high school,standard,completed,70.03292280157004,70.0,74.0,70.0,70.01646140078502,74.0,70.81/1.78
715,female,group B,associate's degree,free/reduced,completed,72.0410703057498,94.0,87.0,72.0410703057498,79.5205351528749,94.0,80.92/9.59
716,male,group C,associate's degree,standard,completed,56.648103923114505,78.0,72.0,56.648103923114505,64.32405196155725,78.0,65.52/9.44
717,female,group C,associate's degree,standard,completed,98.78190015073162,96.0,99.0,96.0,97.39095007536581,99.0,97.43/1.45
718,female,group C,high school,standard,none,91.20714819410398,76.0,74.0,74.0,75.0,91.20714819410398,78.04/7.41
719,male,group E,associate's degree,free/reduced,completed,59.348832806382745,73.0,80.0,59.348832806382745,66.17441640319137,80.0,67.57/8.96
720,female,group C,some college,free/reduced,none,80.88130337238522,72.0,70.0,70.0,71.0,80.88130337238522,72.78/4.61
721,male,group D,some high school,free/reduced,completed,70.83725807842777,59.0,59.0,59.0,59.0,70.83725807842777,61.37/5.29
722,female,group B,some high school,free/reduced,completed,77.90762496757247,90.0,88.0,77.90762496757247,82.95381248378624,90.0,83.35/5.6
723,male,group C,high school,standard,none,83.68632953386975,48.0,42.0,42.0,45.0,83.68632953386975,52.14/17.81
724,male,group B,some college,standard,none,73.24822221832738,43.0,41.0,41.0,42.0,73.24822221832738,48.05/14.11
725,male,group E,some college,standard,completed,84.59944534024794,74.0,71.0,71.0,72.5,84.59944534024794,74.62/5.72
726,female,group E,associate's degree,standard,completed,92.39259414589534,75.0,77.0,75.0,76.0,92.39259414589534,79.08/7.49
727,male,group E,some high school,standard,completed,75.0903322062371,51.0,57.0,51.0,54.0,75.0903322062371,57.62/10.08
728,female,group D,high school,free/reduced,none,90.80355067093136,92.0,84.0,84.0,87.40177533546569,92.0,87.64/3.73
729,male,group C,some college,standard,none,69.89806801523417,39.0,37.0,37.0,38.0,69.89806801523417,44.18/14.4
730,female,group B,associate's degree,free/reduced,completed,88.94711097378529,77.0,80.0,77.0,78.5,88.94711097378529,80.29/5.0
731,male,group A,some high school,free/reduced,none,84.99158560277726,46.0,43.0,43.0,44.5,84.99158560277726,52.3/18.32
732,female,group C,some college,standard,completed,61.44056305583513,89.0,94.0,61.44056305583513,75.22028152791756,94.0,76.22/15.14
733,male,group D,some high school,standard,none,95.79885608264412,47.0,44.0,44.0,45.5,95.79885608264412,55.26/22.7
734,female,group E,some college,free/reduced,none,74.59891472471149,58.0,57.0,57.0,57.5,74.59891472471149,60.82/7.71
735,male,group C,master's degree,standard,none,57.09370985004308,57.0,59.0,57.0,57.04685492502154,59.0,57.43/0.88
736,male,group C,associate's degree,standard,none,68.69665701036139,79.0,84.0,68.69665701036139,73.84832850518069,84.0,74.85/6.66
737,female,group B,some college,free/reduced,completed,63.89260032520061,66.0,73.0,63.89260032520061,64.94630016260031,73.0,66.35/3.82
738,male,group D,associate's degree,standard,none,70.13800884353104,71.0,73.0,70.13800884353104,70.56900442176553,73.0,70.97/1.19
739,male,group C,high school,free/reduced,none,56.54774866076104,60.0,55.0,55.0,55.77387433038052,60.0,56.46/2.08
740,male,group D,bachelor's degree,standard,none,68.59357388608464,73.0,72.0,68.59357388608464,70.29678694304232,73.0,70.5/1.99
741,female,group A,associate's degree,free/reduced,none,92.08891317411177,57.0,56.0,56.0,56.5,92.08891317411177,63.52/15.98
742,female,group C,high school,standard,none,96.5755042211886,84.0,82.0,82.0,83.0,96.5755042211886,85.52/6.24
743,female,group C,associate's degree,standard,completed,89.64644585298842,73.0,72.0,72.0,72.5,89.64644585298842,75.83/7.74
744,male,group B,some college,free/reduced,none,87.5660259481583,55.0,47.0,47.0,51.0,87.5660259481583,57.51/17.12
745,male,group D,associate's degree,standard,none,98.6539227460793,79.0,74.0,74.0,76.5,98.6539227460793,80.43/10.4
746,male,group D,high school,standard,none,59.69251205070853,75.0,71.0,59.69251205070853,65.34625602535426,75.0,66.15/6.82
747,male,group C,some college,standard,none,67.16901066226794,64.0,68.0,64.0,65.58450533113397,68.0,65.75/1.82
748,female,group C,bachelor's degree,free/reduced,none,81.38068724106651,60.0,59.0,59.0,59.5,81.38068724106651,63.78/9.85
749,male,group B,some college,standard,completed,75.63109662459948,84.0,86.0,75.63109662459948,79.81554831229974,86.0,80.22/4.74
750,male,group D,some high school,standard,completed,96.47119160300832,69.0,68.0,68.0,68.5,96.47119160300832,73.99/12.57
751,male,group E,some college,standard,none,97.63711581859008,72.0,65.0,65.0,68.5,97.63711581859008,73.63/13.73
752,male,group C,master's degree,free/reduced,completed,72.36141741426653,77.0,75.0,72.36141741426653,73.68070870713326,77.0,74.08/1.96
753,female,group C,some high school,standard,completed,79.05318321000291,90.0,85.0,79.05318321000291,82.02659160500146,90.0,83.03/4.61
754,male,group C,associate's degree,free/reduced,none,71.253924910242,55.0,53.0,53.0,54.0,71.253924910242,57.25/7.87
755,female,group E,associate's degree,standard,none,55.10796378266561,95.0,92.0,55.10796378266561,73.5539818913328,95.0,74.15/19.23
756,male,group D,some college,standard,none,93.28612541424748,58.0,52.0,52.0,55.0,93.28612541424748,62.06/17.63
757,male,group E,bachelor's degree,free/reduced,completed,59.00758181441353,68.0,72.0,59.00758181441353,63.50379090720676,72.0,64.3/5.69
758,female,group D,some college,free/reduced,completed,95.97348657421398,59.0,65.0,59.0,62.0,95.97348657421398,68.19/15.73
759,male,group B,some college,standard,completed,64.66891876317558,77.0,77.0,64.66891876317558,70.83445938158779,77.0,70.83/6.17
760,female,group C,high school,free/reduced,none,64.51046436546278,72.0,64.0,64.0,64.25523218273139,72.0,65.75/3.5
761,female,group D,some high school,standard,none,98.45019785344368,58.0,54.0,54.0,56.0,98.45019785344368,64.09/19.28
762,male,group D,some high school,standard,completed,76.73186312221888,81.0,86.0,76.73186312221888,78.86593156110945,86.0,79.87/3.86
763,female,group B,high school,standard,none,89.08093348508469,62.0,63.0,62.0,62.5,89.08093348508469,67.72/11.95
764,male,group D,some college,standard,none,77.09463967834235,63.0,59.0,59.0,61.0,77.09463967834235,63.82/7.6
765,female,group B,high school,standard,none,66.9269589585546,72.0,72.0,66.9269589585546,69.4634794792773,72.0,69.46/2.54
766,female,group C,high school,standard,completed,71.5873781406848,75.0,77.0,71.5873781406848,73.2936890703424,77.0,73.69/2.33
767,male,group B,high school,standard,completed,56.84045258546873,62.0,60.0,56.84045258546873,58.42022629273437,62.0,58.82/2.21
768,female,group D,some high school,standard,none,59.2139542130101,71.0,75.0,59.2139542130101,65.10697710650504,75.0,65.91/7.05
769,male,group A,some college,free/reduced,none,71.38464630280775,60.0,57.0,57.0,58.5,71.38464630280775,60.78/6.06
770,male,group B,high school,standard,none,60.29225064507485,48.0,49.0,48.0,48.5,60.29225064507485,50.76/5.35
771,male,group D,bachelor's degree,standard,none,74.85174646746815,73.0,74.0,73.0,73.5,74.85174646746815,73.67/0.78
772,female,group B,some high school,free/reduced,completed,57.35143683965215,67.0,72.0,57.35143683965215,62.175718419826076,72.0,63.18/6.35
773,female,group C,bachelor's degree,free/reduced,none,81.44953957030272,78.0,79.0,78.0,78.5,81.44953957030272,78.99/1.44
774,male,group B,some college,standard,none,59.77777979448192,65.0,60.0,59.77777979448192,59.88888989724096,65.0,60.89/2.3
775,female,group B,some high school,free/reduced,none,69.14757955357342,58.0,55.0,55.0,56.5,69.14757955357342,58.73/5.96
776,female,group B,high school,standard,none,97.67068329407157,72.0,70.0,70.0,71.0,97.67068329407157,76.13/12.07
777,female,group C,some college,free/reduced,none,89.91692842043601,44.0,43.0,43.0,43.5,89.91692842043601,52.68/20.82
778,female,group A,some college,standard,completed,73.24785309279721,79.0,82.0,73.24785309279721,76.12392654639861,82.0,76.72/3.79
779,male,group E,associate's degree,standard,completed,67.59637611513764,85.0,82.0,67.59637611513764,74.79818805756882,85.0,75.4/8.03
780,female,group D,associate's degree,free/reduced,none,70.03954290775964,56.0,57.0,56.0,56.5,70.03954290775964,59.11/6.13
781,female,group B,master's degree,standard,none,92.62725641237124,90.0,84.0,84.0,87.0,92.62725641237124,87.53/3.78
782,female,group B,high school,free/reduced,completed,95.91690317839104,85.0,82.0,82.0,83.5,95.91690317839104,85.68/5.85
783,female,group C,associate's degree,standard,completed,58.05127544985155,59.0,62.0,58.05127544985155,58.52563772492577,62.0,59.13/1.65
784,male,group C,bachelor's degree,standard,completed,83.79667152601968,81.0,79.0,79.0,80.0,83.79667152601968,80.56/1.99
785,female,group B,some high school,standard,completed,85.1033008817389,51.0,44.0,44.0,47.5,85.1033008817389,54.32/17.45
786,female,group E,some high school,free/reduced,none,72.76658294002377,79.0,77.0,72.76658294002377,74.88329147001188,79.0,75.28/2.72
787,female,group B,some college,standard,none,72.03758859302411,38.0,32.0,32.0,35.0,72.03758859302411,41.81/17.08
788,male,group C,associate's degree,free/reduced,none,71.43226808351812,65.0,61.0,61.0,63.0,71.43226808351812,64.29/4.33
789,female,group C,master's degree,free/reduced,none,72.04269705976539,65.0,61.0,61.0,63.0,72.04269705976539,64.41/4.58
790,female,group B,high school,standard,none,87.06888300940258,62.0,60.0,60.0,61.0,87.06888300940258,66.01/11.8
791,female,group D,some college,free/reduced,none,86.91795892910335,66.0,70.0,66.0,68.0,86.91795892910335,71.38/8.84
792,male,group D,high school,free/reduced,none,96.09505509542194,74.0,69.0,69.0,71.5,96.09505509542194,75.92/11.47
793,male,group E,some high school,standard,completed,71.18442718254668,84.0,77.0,71.18442718254668,74.09221359127335,84.0,75.49/5.33
794,female,group B,high school,standard,none,97.28489387729527,52.0,51.0,51.0,51.5,97.28489387729527,60.56/20.54
795,female,group E,associate's degree,free/reduced,completed,72.43829826672209,68.0,73.0,68.0,70.21914913336104,73.0,70.33/2.37
796,male,group D,high school,standard,none,82.61990087764278,70.0,70.0,70.0,70.0,82.61990087764278,72.52/5.64
797,female,group E,associate's degree,free/reduced,none,62.602079547360695,84.0,81.0,62.602079547360695,71.80103977368034,84.0,72.4/10.01
798,male,group E,some college,standard,none,84.52799867056056,60.0,54.0,54.0,57.0,84.52799867056056,61.91/12.89
799,female,group C,associate's degree,standard,none,97.27811582535404,55.0,57.0,55.0,56.0,97.27811582535404,64.06/18.59
800,male,group C,some high school,standard,completed,61.23429989419964,73.0,68.0,61.23429989419964,64.61714994709982,73.0,65.62/4.99
801,male,group C,some high school,standard,completed,77.54672760474017,80.0,73.0,73.0,75.27336380237008,80.0,75.76/3.03
802,female,group E,associate's degree,standard,none,82.86994329077245,94.0,95.0,82.86994329077245,88.43497164538623,95.0,88.63/5.83
803,female,group B,some college,standard,none,96.43860766086178,85.0,87.0,85.0,86.0,96.43860766086178,87.89/4.85
804,female,group C,some college,standard,none,97.70926059073804,76.0,78.0,76.0,77.0,97.70926059073804,80.94/9.41
805,male,group A,some college,free/reduced,none,83.31120514553173,81.0,74.0,74.0,77.5,83.31120514553173,77.96/4.17
806,female,group D,some college,free/reduced,none,78.28205487112594,74.0,75.0,74.0,74.5,78.28205487112594,75.16/1.8
807,female,group E,high school,free/reduced,none,66.69697151384332,45.0,40.0,40.0,42.5,66.69697151384332,46.84/11.29
808,male,group C,high school,standard,none,56.22133951390259,75.0,69.0,56.22133951390259,62.610669756951296,75.0,63.81/8.2
809,male,group B,bachelor's degree,standard,none,97.7323659861292,54.0,51.0,51.0,52.5,97.7323659861292,61.25/20.43
810,male,group A,some high school,standard,none,90.17287284470711,31.0,36.0,31.0,33.5,90.17287284470711,44.33/25.71
811,male,group A,high school,free/reduced,none,71.04511485085916,47.0,49.0,47.0,48.0,71.04511485085916,52.41/10.45
812,female,group C,master's degree,standard,completed,96.0402632793615,64.0,67.0,64.0,65.5,96.0402632793615,71.31/13.88
813,male,group E,some high school,standard,completed,62.363298904659,84.0,76.0,62.363298904659,69.1816494523295,84.0,70.78/9.3
814,female,group C,high school,standard,none,89.75880031057756,80.0,83.0,80.0,81.5,89.75880031057756,82.85/4.06
815,male,group B,some high school,standard,completed,90.544325394047,86.0,87.0,86.0,86.5,90.544325394047,87.21/1.91
816,female,group A,bachelor's degree,standard,none,63.939480775615,59.0,64.0,59.0,61.469740387807505,64.0,61.48/2.48
817,male,group D,bachelor's degree,free/reduced,completed,80.6934005104091,70.0,76.0,70.0,73.0,80.6934005104091,73.94/4.52
818,female,group B,high school,free/reduced,none,87.75161434911745,72.0,68.0,68.0,70.0,87.75161434911745,73.15/8.33
819,female,group C,some high school,standard,none,73.1255083464256,91.0,88.0,73.1255083464256,80.5627541732128,91.0,81.16/8.26
820,female,group A,some high school,standard,completed,75.55000486290855,90.0,92.0,75.55000486290855,82.77500243145428,92.0,83.18/7.76
821,female,group D,bachelor's degree,free/reduced,none,95.57408871674092,90.0,93.0,90.0,91.5,95.57408871674092,92.01/2.35
822,male,group E,some college,free/reduced,completed,93.12060738583394,52.0,51.0,51.0,51.5,93.12060738583394,59.72/18.67
823,female,group B,high school,free/reduced,none,75.34428241726954,87.0,82.0,75.34428241726954,78.67214120863477,87.0,79.67/4.94
824,female,group C,some high school,free/reduced,none,72.34165768339041,58.0,52.0,52.0,55.0,72.34165768339041,57.87/8.46
825,male,group C,high school,standard,none,63.577138633995865,67.0,58.0,58.0,60.788569316997936,67.0,61.47/3.86
826,female,group C,associate's degree,free/reduced,completed,66.09425744047894,68.0,70.0,66.09425744047894,67.04712872023947,70.0,67.45/1.63
827,female,group C,some high school,standard,none,98.72739549389657,69.0,76.0,69.0,72.5,98.72739549389657,77.05/12.46
828,female,group D,some high school,free/reduced,completed,69.02966733621372,86.0,81.0,69.02966733621372,75.01483366810686,86.0,76.01/7.47
829,male,group B,some high school,standard,none,86.16073544475202,54.0,53.0,53.0,53.5,86.16073544475202,59.93/14.67
830,female,group A,some college,free/reduced,none,87.13976428519577,60.0,57.0,57.0,58.5,87.13976428519577,63.93/13.04
831,female,group C,bachelor's degree,free/reduced,completed,79.91732594539971,86.0,89.0,79.91732594539971,82.95866297269986,89.0,83.56/3.95
832,male,group A,bachelor's degree,standard,none,89.1749836319888,60.0,58.0,58.0,59.0,89.1749836319888,64.83/13.63
833,female,group B,high school,standard,completed,69.90055248778614,82.0,89.0,69.90055248778614,75.95027624389307,89.0,77.35/8.22
834,male,group B,some college,standard,none,88.70366705472478,50.0,45.0,45.0,47.5,88.70366705472478,55.24/18.82
835,female,group C,high school,standard,completed,86.90273479444207,64.0,74.0,64.0,69.0,86.90273479444207,71.58/9.52
836,male,group E,high school,standard,none,90.67408143191348,64.0,57.0,57.0,60.5,90.67408143191348,65.83/14.19
837,female,group A,high school,standard,completed,78.16795952979216,82.0,79.0,78.16795952979216,78.58397976489607,82.0,79.18/1.61
838,male,group B,associate's degree,free/reduced,completed,86.66999628015971,57.0,53.0,53.0,55.0,86.66999628015971,60.93/14.48
839,female,group C,associate's degree,standard,none,91.39345890026276,77.0,73.0,73.0,75.0,91.39345890026276,77.88/7.73
840,female,group D,high school,free/reduced,none,65.67323713113895,52.0,46.0,46.0,49.0,65.67323713113895,51.73/8.18
841,male,group C,some high school,standard,none,67.36573112629954,58.0,51.0,51.0,54.5,67.36573112629954,56.37/6.8
842,female,group B,high school,free/reduced,completed,92.18317141747303,44.0,36.0,36.0,40.0,92.18317141747303,49.64/24.01
843,male,group B,some college,free/reduced,completed,60.28144677359926,77.0,76.0,60.28144677359926,68.14072338679964,77.0,68.34/8.12
844,female,group D,some high school,free/reduced,completed,67.58274798103264,65.0,64.0,64.0,64.5,67.58274798103264,65.02/1.49
845,male,group E,master's degree,standard,none,72.44370985302375,85.0,84.0,72.44370985302375,78.22185492651187,85.0,78.42/6.04
846,male,group C,master's degree,standard,completed,81.79927250645184,85.0,85.0,81.79927250645184,83.39963625322592,85.0,83.4/1.6
847,male,group D,high school,standard,none,93.5118369428597,54.0,50.0,50.0,52.0,93.5118369428597,59.9/18.86
848,female,group C,high school,standard,none,73.10510314312508,72.0,68.0,68.0,70.0,73.10510314312508,70.22/2.31
849,male,group D,associate's degree,standard,none,67.54018438000327,75.0,69.0,67.54018438000327,68.27009219000163,75.0,69.47/3.15
850,male,group C,master's degree,standard,none,59.65002122087869,67.0,67.0,59.65002122087869,63.32501061043935,67.0,63.33/3.67
851,female,group A,high school,standard,none,83.55789398073757,68.0,63.0,63.0,65.5,83.55789398073757,68.61/8.61
852,female,group E,some college,standard,none,86.55737109640185,85.0,93.0,85.0,85.77868554820093,93.0,87.07/3.38
853,male,group E,some high school,standard,none,81.82842237726659,67.0,61.0,61.0,64.0,81.82842237726659,66.97/8.67
854,male,group C,some high school,standard,none,93.1172977046444,64.0,55.0,55.0,59.5,93.1172977046444,65.32/15.98
855,female,group B,bachelor's degree,standard,none,68.93786662507264,97.0,96.0,68.93786662507264,82.46893331253632,97.0,82.67/13.79
856,male,group B,some college,free/reduced,none,83.12520382406913,68.0,65.0,65.0,66.5,83.12520382406913,69.53/7.7
857,female,group C,bachelor's degree,standard,none,71.17041181172713,79.0,81.0,71.17041181172713,75.08520590586357,81.0,75.49/4.48
858,male,group B,high school,standard,completed,59.663419621558624,49.0,46.0,46.0,47.5,59.663419621558624,49.63/5.74
859,male,group C,associate's degree,free/reduced,none,83.42621428594634,73.0,72.0,72.0,72.5,83.42621428594634,74.59/4.96
860,female,group C,associate's degree,standard,none,97.96873988926475,62.0,53.0,53.0,57.5,97.96873988926475,64.69/18.97
861,female,group E,master's degree,free/reduced,none,93.63814801854296,86.0,87.0,86.0,86.5,93.63814801854296,87.83/3.27
862,male,group D,bachelor's degree,free/reduced,completed,77.66317913005922,42.0,38.0,38.0,40.0,77.66317913005922,47.13/17.15
863,female,group C,some college,standard,completed,80.11868104311682,71.0,80.0,71.0,75.5,80.11868104311682,75.52/4.53
864,male,group C,associate's degree,standard,none,91.47934043753315,93.0,91.0,91.0,91.23967021876658,93.0,91.54/0.84
865,male,group D,some college,standard,completed,93.21089284069632,82.0,88.0,82.0,85.0,93.21089284069632,86.04/4.72
866,male,group C,high school,free/reduced,none,78.20960220913626,53.0,52.0,52.0,52.5,78.20960220913626,57.54/11.56
867,male,group B,associate's degree,standard,none,58.67182045789595,42.0,41.0,41.0,41.5,58.67182045789595,44.83/7.75
868,male,group E,associate's degree,free/reduced,completed,64.09350086082145,74.0,72.0,64.09350086082145,68.04675043041073,74.0,68.45/4.51
869,male,group C,associate's degree,free/reduced,none,98.43136794152608,51.0,51.0,51.0,51.0,98.43136794152608,60.49/21.21
870,male,group B,high school,standard,none,92.9836361478088,58.0,47.0,47.0,52.5,92.9836361478088,59.5/19.27
871,female,group C,some college,standard,completed,66.05921953198308,72.0,76.0,66.05921953198308,69.02960976599154,76.0,69.83/4.24
872,male,group B,associate's degree,standard,completed,60.65336406702195,84.0,78.0,60.65336406702195,69.32668203351098,84.0,70.53/10.41
873,male,group E,associate's degree,free/reduced,none,71.19565373457269,90.0,82.0,71.19565373457269,76.59782686728634,90.0,78.2/7.97
874,female,group C,bachelor's degree,free/reduced,none,59.96641367658885,62.0,61.0,59.96641367658885,60.48320683829442,62.0,60.68/0.85
875,male,group C,some college,free/reduced,none,59.41882181918404,64.0,66.0,59.41882181918404,61.70941090959202,66.0,62.11/2.89
876,male,group D,some college,standard,none,69.37720316913233,82.0,84.0,69.37720316913233,75.68860158456616,84.0,76.09/6.85
877,male,group C,some high school,standard,none,55.68458087788364,61.0,54.0,54.0,54.842290438941816,61.0,55.91/2.93
878,female,group D,some high school,standard,none,60.55414019272273,72.0,80.0,60.55414019272273,66.27707009636137,80.0,67.88/8.27
879,female,group D,associate's degree,standard,none,82.50027311977135,76.0,74.0,74.0,75.0,82.50027311977135,76.3/3.56
880,male,group C,bachelor's degree,standard,completed,95.24450294673984,64.0,66.0,64.0,65.0,95.24450294673984,70.85/13.66
881,female,group E,bachelor's degree,standard,completed,76.83301038417137,70.0,70.0,70.0,70.0,76.83301038417137,71.37/3.06
882,female,group B,high school,free/reduced,none,64.11573616520641,73.0,71.0,64.11573616520641,67.5578680826032,73.0,67.96/4.01
883,male,group D,bachelor's degree,free/reduced,none,90.18999133217554,46.0,44.0,44.0,45.0,90.18999133217554,53.84/20.34
884,female,group E,associate's degree,standard,none,79.73320566069691,51.0,54.0,51.0,52.5,79.73320566069691,57.65/12.41
885,female,group C,associate's degree,standard,completed,62.83707083177747,76.0,80.0,62.83707083177747,69.41853541588873,80.0,70.22/7.73
886,female,group E,associate's degree,standard,completed,58.98095965127008,100.0,95.0,58.98095965127008,76.99047982563503,100.0,77.99/19.35
887,male,group C,high school,free/reduced,none,93.1241016549656,72.0,59.0,59.0,65.5,93.1241016549656,69.72/14.15
888,female,group D,some college,free/reduced,none,76.0924056740433,65.0,74.0,65.0,69.5,76.0924056740433,69.92/5.08
889,male,group D,high school,free/reduced,none,65.61963968578263,51.0,48.0,48.0,49.5,65.61963968578263,52.42/7.48
890,female,group E,some college,standard,completed,75.44074395137332,85.0,91.0,75.44074395137332,80.22037197568666,91.0,81.42/6.66
891,female,group E,associate's degree,standard,none,83.86840879947177,92.0,85.0,83.86840879947177,84.43420439973588,92.0,85.83/3.48
892,female,group A,master's degree,free/reduced,none,63.10993218072534,67.0,73.0,63.10993218072534,65.05496609036267,73.0,66.25/4.1
893,male,group D,some high school,standard,completed,68.67541428331663,74.0,75.0,68.67541428331663,71.33770714165831,75.0,71.54/2.94
894,female,group E,associate's degree,standard,none,62.79611179549784,62.0,69.0,62.0,62.39805589774892,69.0,63.64/3.02
895,female,group E,some high school,free/reduced,none,56.06592248548504,34.0,38.0,34.0,36.0,56.06592248548504,39.61/9.35
896,male,group B,high school,free/reduced,none,72.12218441807816,29.0,27.0,27.0,28.0,72.12218441807816,36.62/19.86
897,female,group B,some high school,free/reduced,completed,74.6998543388557,78.0,79.0,74.6998543388557,76.34992716942784,79.0,76.55/1.94
898,male,group D,associate's degree,standard,completed,73.63711522846094,54.0,63.0,54.0,58.5,73.63711522846094,60.63/8.17
899,female,group D,some high school,standard,completed,64.16210675475983,78.0,82.0,64.16210675475983,71.08105337737992,82.0,71.88/8.06
900,male,group D,master's degree,standard,none,93.59931666939362,84.0,89.0,84.0,86.5,93.59931666939362,87.42/4.03
901,female,group C,master's degree,standard,none,81.58521820325592,78.0,74.0,74.0,76.0,81.58521820325592,76.72/3.19
902,female,group A,high school,free/reduced,completed,66.72732113984428,48.0,41.0,41.0,44.5,66.72732113984428,48.25/10.73
903,female,group D,bachelor's degree,free/reduced,completed,86.69300653821713,100.0,100.0,86.69300653821713,93.34650326910857,100.0,93.35/6.65
904,female,group D,some high school,free/reduced,none,82.10366475126345,84.0,84.0,82.10366475126345,83.05183237563173,84.0,83.05/0.95
905,male,group D,some college,standard,none,74.34578605610936,77.0,77.0,74.34578605610936,75.67289302805469,77.0,75.67/1.33
906,male,group B,high school,standard,none,91.67448825633984,48.0,51.0,48.0,49.5,91.67448825633984,57.63/19.07
907,female,group D,some college,standard,completed,98.31369345089972,84.0,91.0,84.0,87.5,98.31369345089972,88.96/5.98
908,female,group C,bachelor's degree,free/reduced,none,95.5672817403062,75.0,72.0,72.0,73.5,95.5672817403062,77.61/10.11
909,male,group E,bachelor's degree,standard,completed,70.40194734653562,64.0,70.0,64.0,67.0,70.40194734653562,67.08/3.1
910,male,group D,bachelor's degree,free/reduced,none,96.32692759998432,42.0,48.0,42.0,45.0,96.32692759998432,54.67/23.42
911,female,group A,some college,standard,none,69.58892633883522,84.0,82.0,69.58892633883522,75.79446316941761,84.0,76.19/6.75
912,female,group C,bachelor's degree,standard,completed,97.16729617982288,61.0,66.0,61.0,63.5,97.16729617982288,69.73/15.48
913,female,group C,bachelor's degree,free/reduced,completed,60.41574472733508,62.0,66.0,60.41574472733508,61.20787236366754,66.0,62.01/2.33
914,female,group B,associate's degree,free/reduced,none,93.18523464518236,61.0,55.0,55.0,58.0,93.18523464518236,64.44/16.26
915,female,group E,some college,standard,none,97.659542290369,70.0,66.0,66.0,68.0,97.659542290369,73.53/13.59
916,male,group E,bachelor's degree,standard,completed,62.693256210753226,100.0,100.0,62.693256210753226,81.34662810537661,100.0,81.35/18.65
917,female,group C,high school,standard,none,97.75475403358784,61.0,52.0,52.0,56.5,97.75475403358784,63.85/19.32
918,female,group C,associate's degree,standard,completed,61.58137159787275,77.0,80.0,61.58137159787275,69.29068579893638,80.0,69.89/8.53
919,male,group B,some college,standard,completed,73.35421515040895,96.0,91.0,73.35421515040895,82.17710757520447,96.0,83.18/10.24
920,male,group D,high school,free/reduced,none,58.67025198741694,70.0,67.0,58.67025198741694,62.83512599370847,70.0,63.44/5.04
921,female,group C,high school,free/reduced,none,77.35677599321941,53.0,46.0,46.0,49.5,77.35677599321941,54.37/13.17
922,male,group D,high school,standard,none,89.67267144555008,66.0,66.0,66.0,66.0,89.67267144555008,70.73/10.59
923,female,group B,associate's degree,free/reduced,none,60.85308571595583,65.0,65.0,60.85308571595583,62.926542857977914,65.0,62.93/2.07
924,male,group D,high school,free/reduced,none,59.71178190426605,70.0,69.0,59.71178190426605,64.35589095213302,70.0,64.56/4.91
925,male,group E,some high school,standard,completed,68.95348409670447,64.0,60.0,60.0,62.0,68.95348409670447,62.99/3.72
926,male,group E,associate's degree,free/reduced,none,55.75354409624706,56.0,52.0,52.0,53.87677204812353,56.0,53.93/1.94
927,female,group D,high school,free/reduced,completed,96.85236480459436,61.0,71.0,61.0,66.0,96.85236480459436,71.17/14.94
928,male,group E,associate's degree,free/reduced,completed,69.45689803927871,43.0,44.0,43.0,43.5,69.45689803927871,48.59/11.67
929,female,group C,some high school,free/reduced,none,79.85123858177191,56.0,51.0,51.0,53.5,79.85123858177191,58.27/12.24
930,male,group C,some college,free/reduced,completed,85.79575393169233,74.0,70.0,70.0,72.0,85.79575393169233,74.36/6.6
931,male,group D,some college,free/reduced,none,81.70574303422046,57.0,62.0,57.0,59.5,81.70574303422046,63.44/10.42
932,male,group D,associate's degree,free/reduced,completed,80.21677325718308,71.0,73.0,71.0,72.0,80.21677325718308,73.44/3.88
933,male,group C,bachelor's degree,free/reduced,completed,80.58467850486421,75.0,74.0,74.0,74.5,80.58467850486421,75.62/2.81
934,male,group C,associate's degree,standard,completed,70.85183610142037,87.0,90.0,70.85183610142037,78.92591805071018,90.0,79.53/8.89
935,male,group D,some college,free/reduced,none,76.00749064776367,63.0,58.0,58.0,60.5,76.00749064776367,63.1/7.51
936,male,group A,associate's degree,standard,none,94.09339153945048,57.0,53.0,53.0,55.0,94.09339153945048,62.42/17.78
937,female,group E,high school,free/reduced,none,70.1694008891567,58.0,57.0,57.0,57.5,70.1694008891567,59.93/5.74
